Date	BITCOIN
2017-07-26	2415.3
2017-07-25	2563.4
2017-07-24	2762.3
2017-07-23	2754.3
2017-07-22	2825.3
2017-07-21	2665.9
2017-07-20	2849
2017-07-19	2257.9
2017-07-18	2308
2017-07-17	2229.5
2017-07-16	1910.9
2017-07-15	1969.1
2017-07-14	2217
2017-07-13	2337.5
2017-07-12	2386.2
2017-07-11	2310.2
2017-07-10	2333.1
2017-07-09	2509
2017-07-08	2560.1
2017-07-07	2501.3
2017-07-06	2604.4
2017-07-05	2616.5
2017-07-04	2607
2017-07-03	2542.4
2017-07-02	2513.3
2017-07-01	2420.2
2017-06-30	2457.5
2017-06-29	2536.5
2017-06-28	2553
2017-06-27	2569.1
2017-06-26	2411.3
